UserName,Hashtag,Tweet
@mishhhh_07,#ShameOnHasina,"Fascist Sheikh Hasina has never been able to provide peace and stability in Bangladesh,
she is in power by standing on a pile of corpses.
STEP DOWN FASCIST HASINA"
@notforall771,#ShameOnHasina,"Neither we need Awami League nor we need BNP, we need a new leader in our Country🇧🇩"
@Munna08015,#ShameOnHasina,"The situation at Dhaka University is very dire. The police, BGB, and Chhatra League are attacking the general students. People of Dhaka and the entire country, please come forward to save Dhaka University and protect your children."
@Tarikul_rahad,#ShameOnHasina,"Bloodthirsty Fascist Monster. How much blood will quench her thirst?
STEP DOWN FASCIST HASINA. "
@shahnila6176,#ShameOnHasina,"Badda is under attack. Indian RAW are fully active in bangladesh.More than 100+ people are spotted dead. 
Sheikh hasina is still playing tge dirty game of secularism."
@Azamin_Kammi,#ShameOnHasina,"At Fast Kill Talented Students.. 😠
Then become a Victim Card,🥹
What an Irony ""H@SINA""..🤡✨"
@_Lubaba_,#ShameOnHasina,93 people have been killed by dictator Hasina today at Bangladesh 
@dishanauar12,#ShameOnHasina,Hospitals are rejecting any treatments related to student attacks! WHAT A COUNTRY WE ARE LIVING IN!
@rirathassanjoy,#ShameOnHasina,"If you suppose to that we are fool. Then you are so beautiful. All of you in leagues are so beautiful actor.
Who blocked internet access we are totally know that. So, please don't act front of camera. Please stop thisল"
@shahrunnahar07,#ShameOnHasina,She is an unquantified person for this job. The mass and chaos is all her fault. She wants the power but don't know how to handle it.
@Tarikul_rahad,#ShameOnHasina,History repeats. This is the legacy of Bangladesh people. No dictator can ever stand in our motherland. Shame on you Sheikh Hasina. 
@tbsnewsbd,#julyuprising,"Taibur Rahman's education and treatment are at risk after being shot in the July-August uprising, as his father's tea shop has closed. His family pleads for government support to continue his recovery and studies."
@nutshell_today,#julyuprising,"Source: BAF Shaheen College Dhaka Aerospace and Astronomy Club (facebook.com/share/hLXVGM9m…)
"
@tbsnewsbd,#julyuprising,"Aysha Begum was just one during the 1971 independence, too young to grasp 'freedom.' In later years, politics and liberty remained luxuries beyond her reach."
@ZihadSheikh13,#ButcherOfBangladesh,"Students are dying and they are celebrating! 
Killers! "
@iAsura_,#ButcherOfBangladesh,"ButcherOfBangladesh - Yunus has woken up. Because his Islamists zombies have attached Christians now. Yunus is employed by Christian masters. He won't take it lightly.

Not just Yunus, all CIA bots across South Asia are working for the same agenda. All of them behave similarly."
@ZihadSheikh13,#HuntDownHasina,Immigration Police of 🇧🇩 is doing a great job. People who have committed crimes and had an influencing connection with #Fascist regime must be brought under Justice. 
@GlobalDefCorp,#HuntDownHasina,"Ousted Bangladesh’s Prime Minister Sheikh Hasina, Her Son Sajeeb Wazed Joy And Niece Tulip Siddiq Embezlled $5 Billion From Overpriced $12.65 Billion Rooppur Nuclear Power Plant Through Malaysian Banks:"
@nakib_h,#StopIndianHegemony,"The Indian government is making Bangladeshis anti-Indian. We want our right share of water. 
We should raise our voices to consider India as a terrorist country that is killing people by manipulating the water of international rivers."
@CaliberEnglish,#victory,"Eternal memory to the martyrs who sacrificed their lives for our victory and the restoration of justice.

We proudly remember our martyrs!"
@ashrafulAmaruf,#JulyMassacre,Some images of BCL attack on quota reform students protest.
@RTD_BD,#JulyMassacre,"July massacre 2024: We will never forget!

Video 51: A random scene from Dhanmondi where terrorist Chhatro League were preparing to beat up the protestors!"
@Mohammed_Lamiul,#JulyMassacre,"This image should be hung in each advisors office, right opposite to the wall of their chairs!"
@Flylikhonn,#JulyMassacre,The way fascist killer Hasina ordered to kill a generation. 
@ridoanmahbub,#JulyMassacre,"Do you remember the  terrible days of July-August?  This memory is forever! 

 Remembering July-August Massacre"
@basherkella,#JulyMassacre,A huge protest march by @info_shibir in #Chittagong demanding justice for the #JulyMassacre on the occasion of National Student Solidarity Week.
@ridoanmahbub,#JulyMassacre,"None of the 4 were arrested. They may not even be in the country.

They were the Mastermind of July-August massacre"
@iam_shahinur,#36July,"In a time when educators and administrators remain silent, the youth rise as the voice of revolution. 
"
@ashrafulAmaruf,#36July,"As-Sunnah Foundation"" provided support to 109 orphans and 2 Hindu families with 3 crore (BDT) Taka for the families of 300 #Martyrs who lost their lives in the #JulyMassUprising of the ""Anti-Discrimination Student Movement"" in #Bangladesh ."
@iam_shahinur,#JulyGenocide,Graffiti as a Testament of the Student Uprising...
@bangla0508,#JulyGenocide,"The interim government has strong public support, unlike Sheikh Hasina’s rule, sustained by proven election rigging and backed solely by India. Fascists cannot criticize a government born from revolution against fascism."
@tbsnewsbd,#QuotaReformProtest,"If anyone has video footage or still images of the movement and revolution, has been requested to send those to the email address pidjuly2024@gmail.com with a brief description."
@razu99582,#QuotaReformProtest,Freedom earned by sacrifice and blood
SakibulHoque_,#JulyRevolution,"Road to Freedom!! 

4th August 2024, 1 day before Victory, 
Fearless people fighting with whatever they have against Awami Armed Terrorists.....  "
@ridoanmahbub,#JulyRevolution,"""This is my son’s school uniform. I haven’t washed it yet, so his scent still lingers on the fabric.""

 - Mother of a martyr who died in the July August Revolution.

Remembering July-August Massacre"
@AliRplsc,#JulyRevolution,It still gives us goosebumps.. 
@ChiefAdviserGoB,#JulyRevolution,Chief Adviser Professor Muhammad Yunus visited the Dhaka University area to see the graffiti drawn by young revolutionaries during the student-led mass uprising in July and August. Photos: CA Press Wing
@na_nznn,#JulyRevolution,"Do not play dirty politics with martyrs' sacrifice!
Do not betray their blood!"
@ridoanmahbub,#JulyRevolution,"Remembering one of our heroes, Yamin.
“July Massacre-2024”

Remembering July-August Massacre 
Never forget, Never forgive 

Art- Tania Sultana"
@JihadRanaRU71,#JulyRevolution,"Sniper attack on #JulyRevolution. 
More than 2000 of protesters were killed by Hasina’s police."
@mr_nas707,#JulyRevolution,"""Soon we'll be standing in the Hall of Fame,cause we burn with the brightest flame""
Bangladesh 3.0 . Documentary of student movement of Bangladesh July 2024. Proud of our heros."
@BanglaBits,#JulyRevolution,"Anti-discrimination student movement is going to form ex executive committee
"
@minhazulbnp,#JulyRevolution,"The main gate of #BUET, the most prestigious educational institution in #Bangladesh, has become a symbol of unique student protests since the #JulyRevolution. These protests voice opposition to unwarranted intervention by #India in Bangladesh's internal matters."
@DhakaTribune,#JulyRevolution,Hasib earlier said July revolution could not have been easily realized without fires at metro stations or k*illing of police officers
@Musfiq_Anam13,#QuotaMovement,"🇧🇩 At least 986 people were killed in the #QuotaMovement , with a staggering 78% (515 individuals) succumbing to police violence, according to a report released by the Human Rights Support Society (HRSS) today (24 October)."
"@Talhaofficial01
",#StepDownHasina,Breaking ⚡Chhatra League terrorists have set fire to a hospital bus inside PG Hospital
"@Talhaofficial01
",#Bangladesh,Breaking ⚡Chhatra League terrorists have set fire to a hospital bus inside PG Hospital
"@Talhaofficial01
",#STEPDOWNFASCISTHASINA,Breaking ⚡Chhatra League terrorists have set fire to a hospital bus inside PG Hospital
"@Talhaofficial01
",#QuotaReform,Breaking ⚡Chhatra League terrorists have set fire to a hospital bus inside PG Hospital
"@Talhaofficial01
",#QuotaMovement,Breaking ⚡Chhatra League terrorists have set fire to a hospital bus inside PG Hospital
@communistsus,#quotamovement,Victory to the students of Bangladesh! Down with Hasina’s system! No trust in the army! No trust in the ruling class’ parties! All power to workers’ and students’ committees! Workers of the world unite!
@communistsus,#hasinamustgo,Victory to the students of Bangladesh! Down with Hasina’s system! No trust in the army! No trust in the ruling class’ parties! All power to workers’ and students’ committees! Workers of the world unite!
@inaya_bisma,#quotamovement,"Students are now staying at Shahbagh, DHAKA."
@MithuHassan321, #QuotaMovement, Bangladesh is on a path to healing and recovery. Let's stay hopeful and supportive as the nation moves forward
@MithuHassan321, #QuotaMovement,"Professor Yunus, upon arriving in Bangladesh, gave a heartfelt speech to the media alongside the coordinators, commemorating Martyr Abu Sayed from the Quota Movement"
@Talhaofficial01, #QuotaMovement,"At least 100 people have been killed today, including 14 policemen in Bangladesh. Bangladeshi army seems to be refusing to use live ammunition against protesters. Hasina regime facing a serious threat to its survival!"
@Talhaofficial01,#StepDownHasina,"At least 100 people have been killed today, including 14 policemen in Bangladesh. Bangladeshi army seems to be refusing to use live ammunition against protesters. Hasina regime facing a serious threat to its survival!"
@Talhaofficial01,#Hasinadictator,"At least 100 people have been killed today, including 14 policemen in Bangladesh. Bangladeshi army seems to be refusing to use live ammunition against protesters. Hasina regime facing a serious threat to its survival!"
@tbsnewsbd,#QuotaReformMovement ,"Dr Nazrul urged all to play a significant role in ensuring justice for all irrespective of religion, caste and opinions to build a Bangladesh free from exploitation and discrimination"
@DjBishal11,#QuotaMovement,#Rickshaw_pullers took out a procession in support of the students. They want changes too
@tbsnewsbd,#QuotaMovement,"Rubel, who is accused of directly firing shots at students and protesters with a pistol during the 3 August protest in Sector 11 of Uttara, was arrested from Tongi in Gazipur"
@PurpleWave_7,#QuotaMovement,"In 2018 #SafeRoadsMovement to 2024 #QuotaMovement to now #CountryReformationMovement are the same generation, the same blood, the resistance. We remain the same. I'm proud of my generation "
@mohiuddinbdasia,#QuotaMovement,"Mass people are heading towards Kaila area as police started firing then. Video taken at 6:17pm local time. August 4, 2024"
@DhakaTribune,#JulyWarriors,"The gazette was issued on Thursday by order of the president

Details- dhakatribune.com/375015"
@DhakaTribune,#JulyWarriors,"We must remember that the total number of martyrs is still under review'
Detail: dhakatribune.com/374962"
@DhakaTribune,#JulyWarriors,"I'njured individuals will receive training and job priority, while the final m'artyr list is gazetted and i'njury lists are pending"
@tbsnewsbd,#JulyWarriors,"The July warriors will receive Tk15,000 and Tk20,000 as allowances per month, said Farooq-E-Azam, adviser to the Ministry of Liberation War Affairs, today (17 February).  "
@dailystarnews,#JulyWarriors,"Those killed during the July #uprising will be recognised as ""July Martyrs"" while the #injured victims will be known as ""July Warriors"", said Liberation War Affairs Adviser Farooq-e-Azam today"
@DhakaTribune,#JulyWarriors,"If a decision to ban the party is not made within this timeframe, the July warriors have announced plans to block Dhaka city"
@CoachJennyHuth,#JulyWarriors,Great day in ATL! Finished t off with a healthy smoothie acai berry smoothie and a plane flight!
